transcript_id	gene_id	TCGA-AB-2927-03	TCGA-AB-2914-03	TCGA-AB-2954-03	TCGA-AB-2910-03	TCGA-AB-2867-03	TCGA-AB-2984-03	TCGA-AB-2870-03	TCGA-AB-2818-03	TCGA-AB-2824-03	TCGA-AB-3011-03	TCGA-AB-2866-03	TCGA-AB-3007-03	TCGA-AB-2825-03	TCGA-AB-3009-03	TCGA-AB-3002-03	TCGA-AB-2948-03	TCGA-AB-2862-03	TCGA-AB-2900-03	TCGA-AB-2971-03	TCGA-AB-2976-03	TCGA-AB-2985-03	TCGA-AB-2886-03	TCGA-AB-2931-03	TCGA-AB-2813-03	TCGA-AB-2956-03	TCGA-AB-2913-03	TCGA-AB-2830-03	TCGA-AB-2838-03	TCGA-AB-2933-03	TCGA-AB-2849-03	TCGA-AB-2855-03	TCGA-AB-2894-03	TCGA-AB-2986-03	TCGA-AB-2842-03	TCGA-AB-2820-03	TCGA-AB-2895-03	TCGA-AB-2996-03	TCGA-AB-2920-03	TCGA-AB-2955-03	TCGA-AB-2983-03	TCGA-AB-2816-03	TCGA-AB-2878-03	TCGA-AB-2819-03	TCGA-AB-2943-03	TCGA-AB-2959-03	TCGA-AB-2977-03	TCGA-AB-2919-03	TCGA-AB-2994-03	TCGA-AB-2938-03	TCGA-AB-2833-03	TCGA-AB-2912-03	TCGA-AB-2903-03	TCGA-AB-2908-03	TCGA-AB-2837-03	TCGA-AB-3008-03	TCGA-AB-2898-03	TCGA-AB-2932-03	TCGA-AB-2879-03	TCGA-AB-2979-03	TCGA-AB-2863-03	TCGA-AB-2877-03	TCGA-AB-2969-03	TCGA-AB-2844-03	TCGA-AB-2939-03	TCGA-AB-2937-03	TCGA-AB-2865-03	TCGA-AB-2881-03	TCGA-AB-2970-03	TCGA-AB-2851-03	TCGA-AB-2853-03	TCGA-AB-2839-03	TCGA-AB-2941-03	TCGA-AB-2964-03	TCGA-AB-2845-03	TCGA-AB-2952-03	TCGA-AB-2990-03	TCGA-AB-2896-03	TCGA-AB-2972-03	TCGA-AB-2999-03	TCGA-AB-2840-03	TCGA-AB-2966-03	TCGA-AB-2873-03	TCGA-AB-2899-03	TCGA-AB-2975-03	TCGA-AB-2930-03	TCGA-AB-2810-03	TCGA-AB-3006-03	TCGA-AB-2940-03	TCGA-AB-2889-03	TCGA-AB-2916-03	TCGA-AB-2832-03	TCGA-AB-2875-03	TCGA-AB-2884-03	TCGA-AB-2915-03	TCGA-AB-2924-03	TCGA-AB-2911-03	TCGA-AB-2918-03	TCGA-AB-2978-03	TCGA-AB-2885-03	TCGA-AB-2803-03	TCGA-AB-2811-03	TCGA-AB-2869-03	TCGA-AB-2897-03	TCGA-AB-2935-03	TCGA-AB-2963-03	TCGA-AB-2860-03	TCGA-AB-2815-03	TCGA-AB-2880-03	TCGA-AB-2944-03	TCGA-AB-3005-03	TCGA-AB-2949-03	TCGA-AB-2806-03	TCGA-AB-2843-03	TCGA-AB-2814-03	TCGA-AB-2936-03	TCGA-AB-3000-03	TCGA-AB-2836-03	TCGA-AB-2828-03	TCGA-AB-2965-03	TCGA-AB-2857-03	TCGA-AB-2929-03	TCGA-AB-2950-03	TCGA-AB-2928-03	TCGA-AB-2859-03	TCGA-AB-2861-03	TCGA-AB-2901-03	TCGA-AB-2993-03	TCGA-AB-2883-03	TCGA-AB-2854-03	TCGA-AB-2973-03	TCGA-AB-2835-03	TCGA-AB-2917-03	TCGA-AB-2872-03	TCGA-AB-2987-03	TCGA-AB-2812-03	TCGA-AB-2891-03	TCGA-AB-2823-03	TCGA-AB-3012-03	TCGA-AB-2805-03	TCGA-AB-2942-03	TCGA-AB-2817-03	TCGA-AB-2848-03	TCGA-AB-2841-03	TCGA-AB-2868-03	TCGA-AB-2998-03	TCGA-AB-2847-03	TCGA-AB-2981-03	TCGA-AB-2967-03	TCGA-AB-2882-03	TCGA-AB-2995-03	TCGA-AB-2821-03	TCGA-AB-2980-03	TCGA-AB-2946-03	TCGA-AB-2892-03	TCGA-AB-2904-03	TCGA-AB-2822-03	TCGA-AB-2934-03	TCGA-AB-2826-03	TCGA-AB-2871-03	TCGA-AB-2858-03	TCGA-AB-2808-03	TCGA-AB-2887-03	TCGA-AB-2991-03	TCGA-AB-2890-03	TCGA-AB-2925-03	TCGA-AB-2856-03	TCGA-AB-2846-03	TCGA-AB-2876-03	TCGA-AB-2921-03	TCGA-AB-2893-03	TCGA-AB-2988-03	TCGA-AB-2834-03	TCGA-AB-2874-03
ENST00000423557	IL10-202	2.4279	-3.6259	-0.2328	-4.2934	0.6425	-3.816	-2.2447	-1.5105	-0.0277	-3.3076	-1.7322	-9.9658	-0.8339	-3.458	0.1519	-2.7274	-4.6082	0.8327	0.517	-5.0116	0.517	-5.0116	-4.035	4.3979	-1.685	-3.458	-4.035	1.9034	-2.2447	-0.7108	-2.5479	-4.035	-9.9658	-2.9324	-1.3548	-9.9658	-1.1172	-0.4521	-0.5756	-1.0862	-9.9658	-1.1811	-3.6259	-1.2142	-4.2934	1.1641	-1.9942	-2.9324	0.2277	0.346	-3.816	-3.6259	1.5661	2.0844	-1.7809	-2.9324	-0.8084	-4.6082	-4.6082	-0.8084	-2.9324	-3.6259	-1.7322	-3.0469	-3.816	1.3901	-1.9942	-9.9658	0.547	-3.6259	-9.9658	-1.685	-9.9658	-3.3076	3.3661	-3.816	-9.9658	-2.9324	-5.0116	-9.9658	-9.9658	4.2258	-1.4699	-1.3921	-4.2934	-9.9658	-2.5479	-1.1172	-0.8599	0.3573	-2.9324	-3.816	2.3926	2.609	-5.0116	0.4967	-2.6349	-2.7274	0.0014	-1.2481	-3.458	-3.1714	-2.0529	2.1702	-0.6873	0.4761	0.058	-0.8084	4.6462	-2.6349	-3.1714	-9.9658	-1.5522	-3.458	-2.9324	-3.3076	2.4198	-2.114	-1.2828	0.9862	-0.9406	-3.1714	-9.9658	-5.0116	-3.458	-9.9658	-9.9658	-4.035	-0.0877	0.517	0.4233	-3.6259	-1.9942	4.9141	-3.1714	4.6645	-9.9658	-3.816	-0.7108	-5.0116	-2.3147	-0.5973	-4.035	-5.0116	-2.7274	-1.1811	1.0983	-3.816	0.517	-4.035	0.7916	-4.035	-0.2328	-1.1811	-2.7274	-3.0469	0.6608	0.4016	-9.9658	-9.9658	-2.6349	-0.9971	-1.9942	-1.1811	-3.816	-3.1714	-1.0559	-2.4659	-2.7274	-1.0262	-9.9658	-1.2828	-1.4305
ENST00000471071	IL10-203	-2.5479	-1.8314	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.4521	-9.9658	0.0014	-9.9658	-0.4131	-9.9658	-6.5064	-2.6349	-9.9658	-9.9658	-1.2481	-9.9658	-9.9658	-9.9658	-9.9658	1.2455	-9.9658	-9.9658	-9.9658	1.125	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3884	-1.1172	-0.7346	-9.9658	-2.2447	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	0.2762	-9.9658	-9.9658	-9.9658	-0.1828	0.517	-9.9658	-9.9658	-1.685	-9.9658	-9.9658	-2.9324	-9.9658	-9.9658	-1.5951	-3.6259	-9.9658	-0.3022	-2.3147	-9.9658	0.6699	-9.9658	-9.9658	-1.9942	-9.9658	-3.816	2.5707	-2.7274	-9.9658	-2.0529	-2.6349	-9.9658	-0.5543	3.2466	-1.6394	-9.9658	-9.9658	-9.9658	-9.9658	-2.114	0.1648	-1.685	-9.9658	-9.9658	0.3573	1.9786	-9.9658	0.1648	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	0.3231	-2.6349	-0.4719	-3.6259	0.058	-9.9658	-9.9658	-9.9658	-9.9658	-0.9406	-9.9658	-2.2447	-9.9658	0.8082	-9.9658	-9.9658	-9.9658	0.03	-3.458	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.4325	-0.6643	-9.9658	-9.9658	2.1894	-9.9658	1.7489	-9.9658	-3.1714	-1.0862	-9.9658	-3.3076	-1.2828	-9.9658	-2.2447	-1.9942	-1.6394	1.3567	-9.9658	0.4552	-2.3147	0.4761	-9.9658	0.0158	-9.9658	-9.9658	-0.3752	0.7832	0.1257	-9.9658	-2.3884	-9.9658	-9.9658	-1.8836	-1.685	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.9132	-2.114	-9.9658	-1.8314
ENST00000254301	LGALS3-201	4.4142	3.3842	5.5245	6.5839	3.2251	-0.3022	5.0527	4.9996	4.4509	-9.9658	7.3643	2.2513	6.8669	2.3193	3.417	5.8968	3.222	3.3177	5.9905	1.4859	6.8138	-0.1993	2.7379	6.283	6.4074	-9.9658	3.8411	5.5735	5.5157	3.5815	-9.9658	4.3335	1.7617	4.2095	-1.0262	0.9038	4.3632	-0.9686	0.5069	1.3791	6.6827	3.8541	1.9377	3.1377	0.8568	6.1185	-1.0559	7.2271	4.892	6.4165	3.1588	0.9568	3.5669	7.1706	3.3993	3.4648	6.4827	-0.2845	2.4279	1.8801	0.8408	6.4091	1.8918	0.4233	1.2023	5.7814	4.7762	3.8857	7.0912	2.6693	-0.6643	2.6579	0.537	2.4831	4.3392	1.9415	2.676	3.8601	4.2624	2.9544	0.03	7.3491	4.7127	1.0779	2.5238	3.1344	0.2154	3.5411	3.927	6.7274	2.2693	1.9968	5.5832	4.4283	4.764	4.8355	2.8701	3.0944	1.2271	5.658	4.3039	2.2391	4.1078	5.2906	3.6486	3.6939	5.4383	4.2578	3.3336	3.1393	3.7204	0.2277	3.8198	0.9935	3.5287	2.3308	6.8257	5.6528	5.9194	3.9847	3.4517	1.7273	0.434	2.6441	4.7919	2.4035	-1.4699	2.0111	5.4192	6.1655	6.0029	4.1044	1.0007	7.6682	1.2209	1.8444	5.4944	3.3278	6.1973	4.2212	4.0901	5.4118	6.1891	4.2714	5.7557	3.5621	7.7401	3.9691	3.5899	3.8531	3.6148	3.1604	4.0001	4.14	0.2522	-0.0877	5.6136	6.5364	3.5669	0.5271	4.2381	1.2934	3.3675	4.1692	5.4393	5.5277	4.6514	0.5069	5.1359	6.4856	1.5266	4.1285	1.2815
ENST00000553493	LGALS3-202	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000553755	LGALS3-203	-0.8084	-0.7834	-0.2159	2.4544	-1.8314	-9.9658	-9.9658	-1.4305	-9.9658	-9.9658	2.9911	-9.9658	1.949	-9.9658	-9.9658	1.5854	-9.9658	-9.9658	0.3685	-9.9658	-1.9379	-9.9658	-4.2934	1.5316	2.6043	-9.9658	-9.9658	0.346	-1.8314	-0.4719	-9.9658	-1.1811	-5.5735	-2.114	-2.7274	-9.9658	-0.0574	-0.3752	-9.9658	-2.5479	-1.3548	-1.8314	-9.9658	0.2277	-1.9379	-1.685	-9.9658	1.8444	2.0395	1.1382	-9.9658	-9.9658	-9.9658	1.6045	-0.3201	-9.9658	3.5035	-9.9658	0.9268	-9.9658	-9.9658	1.1641	-1.685	-9.9658	-9.9658	0.0158	-0.8084	-0.7834	2.4332	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	4.2586	-9.9658	-9.9658	-9.9658	-1.685	-9.9658	-9.9658	1.9111	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	0.605	-9.9658	-9.9658	-0.2671	-9.9658	-9.9658	1.1897	0.9935	-9.9658	-1.3921	-9.9658	2.3451	-9.9658	0.346	0.0014	-2.6349	-0.8599	-0.8599	-0.0877	-9.9658	-9.9658	-9.9658	-9.9658	-0.1187	-9.9658	0.9862	-9.9658	-0.8339	0.24	-1.6394	-0.2845	-0.3022	-9.9658	-9.9658	-9.9658	0.4865	-9.9658	-9.9658	-9.9658	-1.5522	0.6517	-1.0559	-9.9658	-0.5125	1.766	-9.9658	0.5763	-9.9658	0.6145	0.2642	-0.4131	-9.9658	-0.3752	4.7645	-1.3921	1.1382	-9.9658	1.2516	-9.9658	-1.0559	-9.9658	-9.9658	-1.685	0.0854	-9.9658	-0.4521	-0.8084	-9.9658	0.0718	-1.2481	-9.9658	-0.5973	-9.9658	0.5859	1.0642	0.1124	-1.1811	-0.9971	-9.9658	-9.9658	0.605	-9.9658	-9.9658	-0.2845
ENST00000554715	LGALS3-204	-9.9658	-9.9658	-2.1779	-1.0559	-9.9658	-9.9658	-9.9658	-1.1811	-9.9658	-2.3147	-0.1345	-9.9658	-1.2142	-2.1779	-2.2447	-1.8314	-9.9658	-2.4659	-1.5105	-3.3076	-2.2447	-2.0529	-9.9658	-1.5105	-1.1488	-3.458	-2.2447	-2.7274	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	-1.9942	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.7809	-3.0469	-9.9658	-2.7274	-9.9658	-2.4659	0.044	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	0.0718	-2.8262	-9.9658	-2.6349	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.5479	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.3921	-9.9658	-1.5951	-2.5479	-1.5522	-9.9658	-2.2447	-2.0529	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-9.9658	-0.2671	-9.9658	-9.9658	-2.3147	-9.9658	-9.9658	-9.9658	-2.0529	-0.7588	-9.9658	-1.685	-9.9658	-9.9658	-9.9658	-0.8084	-9.9658	-9.9658	-2.3147	-1.5951	-1.5522	-3.6259	-9.9658	-9.9658	-9.9658	-2.114	-3.0469	-9.9658	-3.1714	-9.9658	-9.9658	-2.3884	-2.0529	-1.4699	-9.9658	-9.9658	-1.1172	-9.9658	-9.9658	-9.9658	-2.7274	-2.7274	-9.9658	-3.3076	-9.9658	-1.5522	-9.9658	-0.8863	-2.9324	-2.3147	-1.2142	-9.9658	-2.0529	-9.9658	-9.9658	-1.1172	-9.9658	-9.9658	-0.8599	-1.7809	-1.3548	-2.2447	-9.9658	-1.8836	-0.1345	-9.9658	-2.4659	-9.9658	-2.2447	-2.7274	-9.9658	-9.9658	-9.9658	-2.3147	-9.9658	-9.9658	-9.9658	-9.9658	-1.3183	-9.9658	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-0.8339	-2.114	-9.9658	-1.685	-9.9658
ENST00000556263	LGALS3-205	-9.9658	-9.9658	-1.3183	-2.3147	-1.3921	-9.9658	-1.5105	-9.9658	-9.9658	-9.9658	-0.7108	-9.9658	-9.9658	-9.9658	-2.0529	-2.3884	-1.8314	-2.0529	-1.9942	-9.9658	-9.9658	-2.2447	-2.0529	-9.9658	-2.1779	-9.9658	-1.8836	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.3548	2.1313	-9.9658	-9.9658	-1.6394	-2.0529	-9.9658	-2.5479	1.2147	-9.9658	-2.6349	-0.8339	-1.5522	-9.9658	-0.7108	-9.9658	-1.3921	-1.1488	-9.9658	-0.394	-9.9658	-9.9658	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-0.1031	-9.9658	-9.9658	-9.9658	-1.5522	-2.6349	-0.9132	-2.7274	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.7108	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.9379	-9.9658	-9.9658	-1.8836	-2.1779	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.4305	-1.9379	-1.9942	-9.9658	-2.9324	-2.2447	-2.2447	-9.9658	-1.7809	-9.9658	-2.3147	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.8863	-9.9658	-2.5479	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-0.9686	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	0.4016	-9.9658	-9.9658	-1.1811	-9.9658	-9.9658	-2.3884	-1.9379	-2.1779	-9.9658	-1.6394	-9.9658	-0.0877	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.6394	-9.9658	-9.9658	-0.3752	-9.9658	-9.9658	-2.2447	-9.9658	-2.0529	-9.9658	-2.7274	-9.9658	-1.9379	-1.1488	-9.9658
ENST00000556322	LGALS3-206	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-0.3752	-9.9658	-1.4699	-9.9658	-9.9658	-2.2447	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.1488	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.3548	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.2828	-2.1779	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	0.8805	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.5951	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.5522	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.3921	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-2.0529	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658
ENST00000556438	LGALS3-207	1.3567	0.679	2.3019	3.186	0.24	-9.9658	2.036	2.9432	0.5568	1.0915	4.0313	0.4552	3.5535	0.8883	2.0218	3.5682	0.1519	0.7748	3.3017	1.3846	3.3938	0.4552	0.1257	3.2959	2.7508	-0.1504	0.6699	2.561	2.0979	2.0111	-1.3183	1.7532	-9.9658	1.3167	-1.0262	-0.5543	1.5612	-1.3183	-2.3884	0.7233	2.6805	2.1147	-1.2481	1.0983	1.7828	2.1541	-0.0425	4.5098	2.5511	2.7205	1.0079	-0.5125	1.0711	4.2929	1.0433	1.9226	2.5163	-2.5479	0.3685	0.9493	-0.013	2.3423	1.3623	0.5955	-1.3548	1.4228	1.0433	2.3308	3.3661	-0.4921	-0.3383	0.7579	-2.4659	0.4865	1.934	1.0363	-0.5973	2.0742	1.9675	1.7702	-4.035	3.8002	2.7007	-1.3921	1.595	-0.6416	0.1648	0.9493	0.8408	3.6578	-0.4325	-0.4131	2.2144	1.1184	1.8242	2.036	-0.5125	1.3051	0.0718	2.6138	1.4065	0.8082	1.8078	2.1047	1.2209	1.766	2.9052	1.595	0.5763	0.2029	1.0779	0.434	1.6466	-0.6193	2.1247	0.2154	3.4451	2.4908	2.7336	2.2113	1.3846	0.9419	-3.816	-0.1504	2.6895	-0.4131	0.1388	1.5316	2.8381	2.9525	3.1393	2.8117	1.3454	4.1186	-0.7588	0.099	2.1574	0.7916	3.728	1.6327	1.5902	2.328	3.4183	2.6067	2.7183	1.0293	3.8187	1.9601	1.2516	2.1213	0.8164	1.3846	0.1903	1.334	0.4967	-1.0559	2.3926	3.0217	-0.3201	-1.0262	2.0111	1.5366	1.5758	0.8408	1.9452	1.7786	1.1184	-0.3201	1.5465	3.2572	-0.1031	2.7847	0.8246
ENST00000260061	LRRC32-201	-1.4305	-9.9658	-9.9658	-4.2934	-3.458	-3.816	-2.5479	0.1519	0.1124	-5.5735	-9.9658	-9.9658	-2.114	-2.3147	0.4967	-2.0529	-4.6082	-2.9324	-2.7274	-3.6259	-0.5332	-9.9658	-4.2934	-2.9324	-4.6082	-3.0469	-1.6394	-0.9686	-4.035	-2.7274	-9.9658	-3.458	-1.1172	-5.5735	-4.035	-0.1345	-1.685	-3.816	-9.9658	-1.2828	-2.9324	0.9789	-2.3884	-5.5735	-1.685	-5.5735	-4.035	-9.9658	3.2722	-5.0116	-2.2447	-9.9658	-1.4699	-6.5064	-1.7322	-0.5543	-2.5479	-9.9658	-9.9658	-2.3147	-9.9658	-2.9324	-2.5479	-1.8836	-9.9658	3.4344	-9.9658	-0.4921	-9.9658	-9.9658	-0.7346	-0.3752	-2.5479	-3.816	-0.2498	-3.816	-1.685	-2.0529	-5.5735	-3.3076	-4.6082	-1.0559	1.7954	-4.035	-3.816	-5.0116	-2.114	-0.9686	-5.0116	-3.3076	-9.9658	-4.035	-1.2481	-3.1714	-3.1714	-2.1779	-5.0116	-0.394	-0.8599	-2.3884	-2.114	-3.3076	-9.9658	-1.0262	-2.0529	-2.5479	-1.8314	-5.0116	-2.6349	-3.816	-2.114	-4.2934	-1.3921	-9.9658	-4.035	-3.3076	-2.3147	-2.0529	-0.1828	0.5763	0.2154	-2.1779	-9.9658	2.9875	-2.2447	-2.9324	-9.9658	-2.114	-2.0529	-1.7809	-9.9658	-4.035	-0.5543	-0.013	-3.816	-3.3076	-3.1714	-0.8339	-4.6082	-4.6082	-1.4305	-9.9658	-4.035	-2.1779	-9.9658	-1.8836	-2.3884	0.6969	1.412	-1.6394	-0.8339	-0.8339	-3.6259	-5.5735	-2.3147	-4.6082	0.9191	-3.458	-1.5951	-4.035	-3.0469	-3.3076	-2.3884	-0.6873	-3.6259	-1.0559	-3.3076	-3.1714	-9.9658	-3.816	-5.0116	-9.9658	-6.5064
ENST00000404995	LRRC32-202	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-9.9658	-9.9658	-0.6193	-9.9658	-4.6082	-5.5735	-9.9658	-9.9658	-2.3147	-3.6259	-9.9658	-9.9658	-6.5064	-4.035	-9.9658	-5.5735	-9.9658	-1.9942	-9.9658	-5.5735	-9.9658	-9.9658	-9.9658	-9.9658	-3.6259	-9.9658	-9.9658	-3.0469	-9.9658	-5.0116	-9.9658	-5.0116	-5.0116	-3.0469	-9.9658	-1.5951	-9.9658	-4.035	-9.9658	-5.5735	-4.6082	-5.0116	0.8164	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-1.8314	-9.9658	-5.0116	-9.9658	-9.9658	-6.5064	-9.9658	-9.9658	-9.9658	-9.9658	-4.6082	0.3346	-9.9658	-9.9658	-2.2447	-9.9658	-5.0116	-9.9658	-2.5479	-9.9658	-1.7809	-9.9658	-1.9942	-9.9658	-5.0116	-2.5479	-9.9658	-9.9658	-9.9658	-6.5064	-5.5735	-9.9658	-2.9324	-9.9658	-9.9658	-9.9658	-5.5735	-9.9658	-3.458	-5.0116	-9.9658	-9.9658	-2.8262	-9.9658	-9.9658	-9.9658	-5.5735	-4.2934	-9.9658	-9.9658	-9.9658	-3.0469	-9.9658	-9.9658	-0.8084	-9.9658	-9.9658	-9.9658	-3.1714	-4.035	-4.2934	-2.9324	-3.458	-9.9658	-2.8262	-9.9658	-0.9406	-9.9658	-5.5735	-0.4131	-2.2447	-9.9658	-3.816	-2.3884	-9.9658	-9.9658	-3.6259	-9.9658	-5.0116	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-9.9658	-4.035	-6.5064	-4.035	-9.9658	-9.9658	-9.9658	-2.3147	-0.7834	-3.458	-9.9658	-9.9658	-3.458	-9.9658	-1.8314	-9.9658	-0.1993	-5.5735	-9.9658	-9.9658	-6.5064	-2.3147	-9.9658	-2.2447	-9.9658	-2.7274	-3.458	-9.9658	-4.2934	-9.9658	-9.9658	-9.9658	-9.9658
